_u,_v,dB(NearETotal)
3,7.5,-15.96
3.5,7.5,-11.0469
4,7.5,-17.6854
4.5,7.5,-22.1028
5,7.5,-14.5586
5.5,7.5,-12.9912
6,7.5,-20.8454
6.5,7.5,-18.9451
7,7.5,-19.0542
7.5,7.5,-19.8475
8,7.5,-16.9339
8.5,7.5,-13.0717
9,7.5,-18.6086
9.5,7.5,-15.8707
10,7.5,-22.1416
10.5,7.5,-20.3471
11,7.5,-17.4348
11.5,7.5,-19.9236
12,7.5,-19.1939
12.5,7.5,-22.8618
13,7.5,-26.509
13.5,7.5,-16.6653
14,7.5,-21.2409
14.5,7.5,-19.1497
15,7.5,-18.6826
-15,8,-8.45183
-14.5,8,-9.86451
-14,8,-8.44797
-13.5,8,-10.4052
-13,8,-14.312
-12.5,8,-14.7771
-12,8,-16.4414
-11.5,8,-13.1683
-11,8,-18.9252
-10.5,8,-7.91017
-10,8,-10.8258
-9.5,8,-19.1192
-9,8,-14.932
-8.5,8,-17.1863
-8,8,-19.4021
-7.5,8,-20.1332
-7,8,-16.1233
-6.5,8,-22.4169
-6,8,-23.03
-5.5,8,-17.5417
-5,8,-15.5692
-4.5,8,-15.2645
-4,8,-21.2833
-3.5,8,-14.0025
-3,8,-15.1434
-2.5,8,-17.501
-2,8,-12.317
-1.5,8,-13.458
-1,8,-14.9101
-0.5,8,-18.4985
0,8,-19.8995
0.5,8,-21.9612
1,8,-18.7403
1.5,8,-15.7874
2,8,-21.4041
2.5,8,-14.8065
3,8,-14.7632
3.5,8,-15.3744
4,8,-17.2913
4.5,8,-20.981
5,8,-16.9217
5.5,8,-19.7629
6,8,-21.888
6.5,8,-15.5675
7,8,-17.0455
7.5,8,-19.0213
8,8,-20.7903
8.5,8,-18.1201
9,8,-20.4848
9.5,8,-17.8492
10,8,-16.2664
10.5,8,-16.5338
11,8,-18.9842
11.5,8,-15.6785
12,8,-19.4161
12.5,8,-18.2327
13,8,-19.3642
13.5,8,-24.2084
14,8,-19.2041
14.5,8,-17.0764
15,8,-19.6261
-15,8.5,-10.5141
-14.5,8.5,-12.6173
-14,8.5,-11.5879
-13.5,8.5,-16.0872
-13,8.5,-17.5879
-12.5,8.5,-14.9436
-12,8.5,-21.7605
-11.5,8.5,-18.2731
-11,8.5,-18.3404
-10.5,8.5,-11.4965
-10,8.5,-12.9173
-9.5,8.5,-12.5574
-9,8.5,-15.2396
-8.5,8.5,-14.7765
-8,8.5,-19.2527
-7.5,8.5,-23.0009
-7,8.5,-20.0744
-6.5,8.5,-18.9884
-6,8.5,-14.7144
-5.5,8.5,-21.0937
-5,8.5,-19.8668
-4.5,8.5,-14.9007
-4,8.5,-18.7318
-3.5,8.5,-21.3414
-3,8.5,-18.2372
-2.5,8.5,-14.4916
-2,8.5,-18.6201
-1.5,8.5,-18.5518
-1,8.5,-17.3471
-0.5,8.5,-17.7749
0,8.5,-14.5174
0.5,8.5,-15.9782
1,8.5,-15.3897
1.5,8.5,-19.7427
2,8.5,-17.6439
2.5,8.5,-16.8906
3,8.5,-14.7101
3.5,8.5,-15.3827
4,8.5,-13.3638
4.5,8.5,-17.9466
5,8.5,-21.0453
5.5,8.5,-22.9961
6,8.5,-16.1247
6.5,8.5,-17.9919
7,8.5,-19.2601
7.5,8.5,-15.4083
8,8.5,-18.6558
8.5,8.5,-25.0622
9,8.5,-23.1092
9.5,8.5,-18.8129
10,8.5,-16.2822
10.5,8.5,-19.5303
11,8.5,-17.0775
11.5,8.5,-17.7414
12,8.5,-17.2307
12.5,8.5,-18.6617
13,8.5,-22.2462
13.5,8.5,-19.5217
14,8.5,-19.7945
14.5,8.5,-18.5206
15,8.5,-21.2111
-15,9,-18.2612
-14.5,9,-10.1602
-14,9,-13.2891
-13.5,9,-11.477
-13,9,-20.482
-12.5,9,-18.3509
-12,9,-20.1928
-11.5,9,-15.6705
-11,9,-17.5971
-10.5,9,-14.2522
-10,9,-13.2512
-9.5,9,-14.4648
-9,9,-17.5251
-8.5,9,-19.5603
-8,9,-19.8494
-7.5,9,-14.6899
-7,9,-20.0048
-6.5,9,-18.6478
-6,9,-20.4008
-5.5,9,-17.7669
-5,9,-18.4563
-4.5,9,-16.4258
-4,9,-18.2061
-3.5,9,-17.4871
-3,9,-15.8361
-2.5,9,-24.4574
-2,9,-16.9651
-1.5,9,-14.2532
-1,9,-16.5462
-0.5,9,-14.9336
0,9,-20.4889
0.5,9,-14.4201
1,9,-15.5441
1.5,9,-17.0139
2,9,-21.4857
2.5,9,-18.7767
3,9,-16.9304
3.5,9,-14.0917
4,9,-23.1397
4.5,9,-13.1321
5,9,-17.201
5.5,9,-19.0822
6,9,-19.2469
6.5,9,-14.5097
7,9,-20.1203
7.5,9,-17.7651
8,9,-17.3488
8.5,9,-18.1422
9,9,-20.2037
9.5,9,-22.3322
10,9,-16.9854
10.5,9,-22.8
11,9,-23.642
11.5,9,-21.494
12,9,-22.8013
12.5,9,-17.5007
13,9,-16.8251
13.5,9,-16.5883
14,9,-20.6972
14.5,9,-19.1063
15,9,-18.2715
-15,9.5,-11.7029
-14.5,9.5,-17.4871
-14,9.5,-11.8555
-13.5,9.5,-16.4269
-13,9.5,-14.8446
-12.5,9.5,-19.7982
-12,9.5,-11.7647
-11.5,9.5,-23.8827
-11,9.5,-13.5865
-10.5,9.5,-16.1269
-10,9.5,-15.4971
-9.5,9.5,-16.8414
-9,9.5,-14.2811
-8.5,9.5,-13.9689
-8,9.5,-16.7167
-7.5,9.5,-18.9026
-7,9.5,-21.9777
-6.5,9.5,-21.0455
-6,9.5,-16.9631
-5.5,9.5,-16.4938
-5,9.5,-16.8777
-4.5,9.5,-20.5191
-4,9.5,-17.7861
-3.5,9.5,-20.8109
-3,9.5,-18.7669
-2.5,9.5,-15.5895
-2,9.5,-20.1953
-1.5,9.5,-20.4191
-1,9.5,-18.2883
-0.5,9.5,-18.9704
0,9.5,-20.3126
0.5,9.5,-19.2584
1,9.5,-21.6242
1.5,9.5,-12.9446
2,9.5,-13.6389
2.5,9.5,-22.9297
3,9.5,-19.5528
3.5,9.5,-14.4335
4,9.5,-12.5505
4.5,9.5,-15.2118
5,9.5,-19.0202
5.5,9.5,-17.9329
6,9.5,-23.2639
6.5,9.5,-12.7479
7,9.5,-17.7975
7.5,9.5,-17.2809
8,9.5,-21.9999
8.5,9.5,-17.3868
9,9.5,-18.2333
9.5,9.5,-23.5256
10,9.5,-23.5342
10.5,9.5,-23.0408
11,9.5,-18.64
11.5,9.5,-18.519
12,9.5,-18.4005
12.5,9.5,-24.5419
13,9.5,-19.2795
13.5,9.5,-19.4929
14,9.5,-18.5197
14.5,9.5,-23.3817
15,9.5,-17.9284
-15,10,-16.0856
-14.5,10,-7.99537
-14,10,-16.2551
-13.5,10,-13.233
-13,10,-18.458
-12.5,10,-14.6465
-12,10,-18.4797
-11.5,10,-18.6203
-11,10,-23.1334
-10.5,10,-16.8216
-10,10,-14.7719
-9.5,10,-14.6278
-9,10,-14.4428
-8.5,10,-20.05
-8,10,-17.8477
-7.5,10,-13.0778
-7,10,-14.3915
-6.5,10,-22.619
-6,10,-19.0145
-5.5,10,-26.4878
-5,10,-15.3583
-4.5,10,-16.2212
-4,10,-23.0034
-3.5,10,-22.5386
-3,10,-30.9141
-2.5,10,-17.1339
-2,10,-17.4499
-1.5,10,-16.7567
-1,10,-14.364
-0.5,10,-14.5514
0,10,-20.7699
0.5,10,-16.9792
1,10,-17.7758
1.5,10,-20.264
2,10,-17.7071
2.5,10,-19.2208
3,10,-14.7283
3.5,10,-15.9765
4,10,-14.732
4.5,10,-16.294
5,10,-17.4569
5.5,10,-16.1518
6,10,-18.3832
6.5,10,-19.3229
7,10,-14.9589
7.5,10,-19.0362
8,10,-22.0521
8.5,10,-18.5985
9,10,-16.9843
9.5,10,-21.5786
10,10,-21.4475
10.5,10,-20.8157
11,10,-20.4959
11.5,10,-20.2209
12,10,-23.2798
12.5,10,-18.7484
13,10,-17.4991
13.5,10,-23.3037
14,10,-22.4429
14.5,10,-21.7463
15,10,-18.3787
-15,10.5,-11.997
-14.5,10.5,-13.8505
-14,10.5,-9.34271
-13.5,10.5,-14.3166
-13,10.5,-15.2972
-12.5,10.5,-20.9703
-12,10.5,-23.5648
-11.5,10.5,-20.8619
-11,10.5,-14.7012
-10.5,10.5,-16.2244
-10,10.5,-14.3326
-9.5,10.5,-14.4722
-9,10.5,-14.5124
-8.5,10.5,-21.3193
-8,10.5,-14.5188
-7.5,10.5,-15.3302
-7,10.5,-17.495
-6.5,10.5,-19.7675
-6,10.5,-18.2185
-5.5,10.5,-19.4496
-5,10.5,-23.1834
-4.5,10.5,-17.657
-4,10.5,-15.2254
-3.5,10.5,-17.2081
-3,10.5,-16.4243
-2.5,10.5,-17.3885
-2,10.5,-16.5623
-1.5,10.5,-19.6434
-1,10.5,-21.2312
-0.5,10.5,-21.1534
0,10.5,-17.1563
0.5,10.5,-18.4523
1,10.5,-19.9435
1.5,10.5,-17.8475
2,10.5,-16.0651
2.5,10.5,-20.9044
3,10.5,-16.5915
3.5,10.5,-12.2378
4,10.5,-20.6797
4.5,10.5,-17.5787
5,10.5,-16.0461
5.5,10.5,-19.5323
6,10.5,-20.1737
6.5,10.5,-17.1214
7,10.5,-19.7398
7.5,10.5,-16.0114
8,10.5,-20.5665
8.5,10.5,-21.9985
9,10.5,-17.5871
9.5,10.5,-15.7806
10,10.5,-16.0085
10.5,10.5,-28.5973
11,10.5,-23.1494
11.5,10.5,-21.51
12,10.5,-20.6873
12.5,10.5,-22.1232
13,10.5,-23.4497
13.5,10.5,-19.928
14,10.5,-19.9525
14.5,10.5,-20.4601
15,10.5,-22.3448
-15,11,-16.0595
-14.5,11,-7.82509
-14,11,-12.9095
-13.5,11,-10.5532
-13,11,-15.4206
-12.5,11,-14.0239
-12,11,-15.9994
-11.5,11,-13.938
-11,11,-20.4713
-10.5,11,-21.1083
-10,11,-17.0464
-9.5,11,-13.7586
-9,11,-15.9668
-8.5,11,-14.183
-8,11,-23.9963
-7.5,11,-16.102
-7,11,-19.7695
-6.5,11,-21.775
-6,11,-21.9815
-5.5,11,-17.4321
-5,11,-18.6466
-4.5,11,-19.4799
-4,11,-16.1088
-3.5,11,-22.213
-3,11,-16.1327
-2.5,11,-19.2977
-2,11,-17.9247
-1.5,11,-21.2854
-1,11,-22.2007
-0.5,11,-24.6053
0,11,-19.4369
0.5,11,-15.1082
1,11,-18.437
1.5,11,-23.0076
2,11,-23.7657
2.5,11,-19.8614
3,11,-20.8998
3.5,11,-17.9196
4,11,-17.9727
4.5,11,-20.139
5,11,-18.6135
5.5,11,-20.0046
6,11,-18.9162
6.5,11,-19.7213
7,11,-17.1828
7.5,11,-16.9772
8,11,-22.4309
8.5,11,-15.768
9,11,-20.0606
9.5,11,-18.6455
10,11,-21.5447
10.5,11,-23.6122
11,11,-20.3388
11.5,11,-23.7549
12,11,-23.4065
12.5,11,-24.0903
13,11,-25.0432
13.5,11,-20.8286
14,11,-22.8182
14.5,11,-19.8346
15,11,-21.5636
-15,11.5,-8.7912
-14.5,11.5,-6.78583
-14,11.5,-10.5741
-13.5,11.5,-9.34594
-13,11.5,-18.6689
-12.5,11.5,-16.7365
-12,11.5,-29.5395
-11.5,11.5,-13.7069
-11,11.5,-14.7953
-10.5,11.5,-20.2882
-10,11.5,-21.7328
-9.5,11.5,-13.8085
-9,11.5,-13.5616
-8.5,11.5,-13.2627
-8,11.5,-25.6074
-7.5,11.5,-17.0923
-7,11.5,-21.8794
-6.5,11.5,-18.0495
-6,11.5,-18.0388
-5.5,11.5,-22.2457
-5,11.5,-20.1705
-4.5,11.5,-26.2897
-4,11.5,-25.2058
-3.5,11.5,-16.937
-3,11.5,-16.0461
-2.5,11.5,-19.5182
-2,11.5,-17.6306
-1.5,11.5,-19.4297
-1,11.5,-22.5223
-0.5,11.5,-21.6511
0,11.5,-19.0611
0.5,11.5,-21.6384
1,11.5,-13.8287
1.5,11.5,-15.4707
2,11.5,-20.8169
2.5,11.5,-21.9825
3,11.5,-14.725
3.5,11.5,-22.8852
4,11.5,-17.9302
4.5,11.5,-21.1215
5,11.5,-14.6868
5.5,11.5,-19.9238
6,11.5,-18.8893
6.5,11.5,-22.603
7,11.5,-28.3837
7.5,11.5,-19.3678
8,11.5,-21.0554
8.5,11.5,-20.264
9,11.5,-16.3086
9.5,11.5,-21.961
10,11.5,-18.6401
10.5,11.5,-18.9698
11,11.5,-21.8354
11.5,11.5,-22.8455
12,11.5,-24.0652
12.5,11.5,-28.4252
13,11.5,-22.1832
13.5,11.5,-22.1211
14,11.5,-24.2871
14.5,11.5,-25.491
15,11.5,-28.9071
-15,12,-11.1438
-14.5,12,-18.4255
-14,12,-8.87863
-13.5,12,-20.2727
-13,12,-15.5155
-12.5,12,-16.627
-12,12,-18.4093
-11.5,12,-21.7768
-11,12,-15.3259
-10.5,12,-18.8482
-10,12,-24.1723
-9.5,12,-16.8855
-9,12,-12.3585
-8.5,12,-16.6862
-8,12,-17.9016
-7.5,12,-18.205
-7,12,-16.1445
-6.5,12,-16.8259
-6,12,-18.8342
-5.5,12,-23.9544
-5,12,-20.1965
-4.5,12,-20.6562
-4,12,-21.1883
-3.5,12,-18.3206
-3,12,-18.4324
-2.5,12,-18.4556
-2,12,-19.7438
-1.5,12,-16.3567
-1,12,-23.7377
-0.5,12,-18.7638
0,12,-21.9522
0.5,12,-16.4775
1,12,-24.6873
1.5,12,-13.0344
2,12,-21.8477
2.5,12,-21.7674
3,12,-19.6647
3.5,12,-17.8884
4,12,-20.0823
4.5,12,-19.6301
5,12,-23.2737
5.5,12,-14.9235
6,12,-18.5142
6.5,12,-20.7738
7,12,-23.2304
7.5,12,-24.1205
8,12,-18.0037
8.5,12,-18.1515
9,12,-20.9604
9.5,12,-16.4214
10,12,-18.4266
10.5,12,-17.2314
11,12,-18.9075
11.5,12,-16.0134
12,12,-20.2381
12.5,12,-21.4466
13,12,-28.338
13.5,12,-26.2777
14,12,-19.3966
14.5,12,-26.3614
15,12,-26.1512
-15,12.5,-14.7845
-14.5,12.5,-8.01111
-14,12.5,-15.8122
-13.5,12.5,-14.1548
-13,12.5,-20.6486
-12.5,12.5,-16.7066
-12,12.5,-20.0064
-11.5,12.5,-17.6866
-11,12.5,-25.6362
-10.5,12.5,-27.5676
-10,12.5,-22.8019
-9.5,12.5,-16.8653
-9,12.5,-14.3704
-8.5,12.5,-17.4249
-8,12.5,-14.0421
-7.5,12.5,-24.5468
-7,12.5,-17.3499
-6.5,12.5,-23.2929
-6,12.5,-19.2834
-5.5,12.5,-19.7033
-5,12.5,-20.7183
-4.5,12.5,-24.5847
-4,12.5,-21.021
-3.5,12.5,-22.9336
-3,12.5,-15.929
-2.5,12.5,-15.8415
-2,12.5,-16.4064
-1.5,12.5,-20.9634
-1,12.5,-22.6239
-0.5,12.5,-16.8512
0,12.5,-18.6991
0.5,12.5,-23.1033
1,12.5,-20.6406
1.5,12.5,-20.1481
2,12.5,-19.8063
2.5,12.5,-17.1738
3,12.5,-14.9065
3.5,12.5,-17.5312
4,12.5,-23.5852
4.5,12.5,-21.7847
5,12.5,-20.1247
5.5,12.5,-19.6912
6,12.5,-20.3899
6.5,12.5,-18.111
7,12.5,-21.8885
7.5,12.5,-22.275
8,12.5,-18.7213
8.5,12.5,-28.3627
9,12.5,-17.3195
9.5,12.5,-24.6111
10,12.5,-14.1636
10.5,12.5,-17.4436
11,12.5,-16.2712
11.5,12.5,-22.7113
12,12.5,-22.9387
12.5,12.5,-21.7144
13,12.5,-20.5524
13.5,12.5,-19.9474
14,12.5,-22.3159
14.5,12.5,-17.3372
15,12.5,-23.103
-15,13,-10.5958
-14.5,13,-12.725
-14,13,-13.8574
-13.5,13,-12.4813
-13,13,-16.6535
-12.5,13,-19.7662
-12,13,-18.5838
-11.5,13,-17.1174
-11,13,-21.4468
-10.5,13,-14.4208
-10,13,-26.4546
-9.5,13,-21.5207
-9,13,-18.8379
-8.5,13,-12.5017
-8,13,-17.1678
-7.5,13,-19.1233
-7,13,-25.0553
-6.5,13,-16.38
-6,13,-22.221
-5.5,13,-19.6518
-5,13,-16.4819
-4.5,13,-22.6264
-4,13,-21.5267
-3.5,13,-21.2909
-3,13,-16.4274
-2.5,13,-25.5979
-2,13,-24.1815
-1.5,13,-24.2788
-1,13,-19.9201
-0.5,13,-24.9493
0,13,-20.5462
0.5,13,-18.4428
1,13,-24.0284
1.5,13,-16.7222
2,13,-17.609
2.5,13,-23.9711
3,13,-16.1458
3.5,13,-21.4923
4,13,-20.5244
4.5,13,-26.8432
5,13,-17.8923
5.5,13,-15.2233
6,13,-19.1185
6.5,13,-24.7782
7,13,-18.4579
7.5,13,-18.274
8,13,-16.7486
8.5,13,-25.6365
9,13,-18.9042
9.5,13,-26.934
10,13,-24.1533
10.5,13,-20.5442
11,13,-16.3898
11.5,13,-19.8529
12,13,-22.306
12.5,13,-21.7971
13,13,-21.4921
13.5,13,-22.6987
14,13,-24.936
14.5,13,-30.0962
15,13,-25.0148
-15,13.5,-12.4769
-14.5,13.5,-15.1036
-14,13.5,-11.5345
-13.5,13.5,-17.9648
-13,13.5,-14.2775
-12.5,13.5,-20.5764
-12,13.5,-15.5441
-11.5,13.5,-24.1906
-11,13.5,-24.0942
-10.5,13.5,-17.2969
-10,13.5,-22.8231
-9.5,13.5,-24.666
-9,13.5,-18.8372
-8.5,13.5,-13.3854
-8,13.5,-17.4248
-7.5,13.5,-13.7136
-7,13.5,-18.2064
-6.5,13.5,-17.8005
-6,13.5,-24.6199
-5.5,13.5,-18.0953
-5,13.5,-21.0939
-4.5,13.5,-21.1796
-4,13.5,-23.9529
-3.5,13.5,-23.659
-3,13.5,-21.2926
-2.5,13.5,-19.3555
-2,13.5,-20.4751
-1.5,13.5,-17.385
-1,13.5,-19.1607
-0.5,13.5,-23.818
0,13.5,-21.9335
0.5,13.5,-18.4578
1,13.5,-19.6493
1.5,13.5,-23.6588
2,13.5,-31.4346
2.5,13.5,-18.8772
3,13.5,-27.9642
3.5,13.5,-14.1048
4,13.5,-16.4509
4.5,13.5,-25.5618
5,13.5,-27.6661
5.5,13.5,-17.5615
6,13.5,-26.8594
6.5,13.5,-26.5524
7,13.5,-25.463
7.5,13.5,-19.7853
8,13.5,-18.4774
8.5,13.5,-16.709
9,13.5,-19.425
9.5,13.5,-19.1282
10,13.5,-26.0135
10.5,13.5,-25.5636
11,13.5,-17.758
11.5,13.5,-18.9749
12,13.5,-22.8742
12.5,13.5,-21.446
13,13.5,-19.159
13.5,13.5,-20.53
14,13.5,-19.7126
14.5,13.5,-16.7624
15,13.5,-21.0105
-15,14,-23.9654
-14.5,14,-10.1068
-14,14,-16.2654
-13.5,14,-18.8608
-13,14,-17.9417
-12.5,14,-24.0142
-12,14,-19.3656
-11.5,14,-28.3544
-11,14,-20.1607
-10.5,14,-23.2357
-10,14,-24.3328
-9.5,14,-21.8413
-9,14,-22.3769
-8.5,14,-16.2745
-8,14,-20.0692
-7.5,14,-16.3324
-7,14,-16.1985
-6.5,14,-18.6207
-6,14,-16.4728
-5.5,14,-19.41
-5,14,-26.5996
-4.5,14,-18.6682
-4,14,-16.1705
-3.5,14,-24.4634
-3,14,-21.0294
-2.5,14,-19.8979
-2,14,-21.808
-1.5,14,-17.5326
-1,14,-17.9145
-0.5,14,-16.6941
0,14,-20.2973
0.5,14,-22.273
1,14,-20.2983
1.5,14,-19.6995
2,14,-27.2253
2.5,14,-26.0845
3,14,-19.7592
3.5,14,-16.8999
4,14,-19.8309
4.5,14,-16.3705
5,14,-22.3352
5.5,14,-17.3172
6,14,-22.116
6.5,14,-22.352
7,14,-24.2231
7.5,14,-21.0931
8,14,-18.9059
8.5,14,-20.9845
9,14,-17.2802
9.5,14,-21.8796
10,14,-21.3444
10.5,14,-29.0031
11,14,-19.5813
11.5,14,-19.8897
12,14,-20.2028
12.5,14,-20.3096
13,14,-20.9728
13.5,14,-18.8145
14,14,-20.7982
14.5,14,-19.7052
15,14,-21.7848
-15,14.5,-15.4965
-14.5,14.5,-11.0183
-14,14.5,-18.5237
-13.5,14.5,-14.0087
-13,14.5,-24.2564
-12.5,14.5,-25.977
-12,14.5,-22.1153
-11.5,14.5,-24.8213
-11,14.5,-19.7624
-10.5,14.5,-19.4381
-10,14.5,-18.7704
-9.5,14.5,-20.6371
-9,14.5,-21.5811
-8.5,14.5,-15.2132
-8,14.5,-14.5019
-7.5,14.5,-18.1938
-7,14.5,-16.4441
-6.5,14.5,-25.0351
-6,14.5,-19.5661
-5.5,14.5,-18.2103
-5,14.5,-19.4394
-4.5,14.5,-24.2661
-4,14.5,-18.3786
-3.5,14.5,-20.2123
-3,14.5,-18.1226
-2.5,14.5,-22.8084
-2,14.5,-16.298
-1.5,14.5,-22.5948
-1,14.5,-18.591
-0.5,14.5,-20.0173
0,14.5,-18.9232
0.5,14.5,-24.687
1,14.5,-22.7047
1.5,14.5,-22.653
2,14.5,-23.2596
2.5,14.5,-22.2662
3,14.5,-24.8198
3.5,14.5,-21.2542
4,14.5,-17.0005
4.5,14.5,-23.0722
5,14.5,-21.0927
5.5,14.5,-19.4254
6,14.5,-23.8658
6.5,14.5,-25.9818
7,14.5,-18.6392
7.5,14.5,-20.2346
8,14.5,-28.3642
8.5,14.5,-20.2945
9,14.5,-22.3662
9.5,14.5,-21.1099
10,14.5,-18.3505
10.5,14.5,-24.3283
11,14.5,-21.8827
11.5,14.5,-24.5511
12,14.5,-19.0069
12.5,14.5,-22.0949
13,14.5,-19.6572
13.5,14.5,-19.4543
14,14.5,-18.4406
14.5,14.5,-20.9428
15,14.5,-24.6845
-15,15,-15.9877
-14.5,15,-21.7311
-14,15,-13.4057
-13.5,15,-17.021
-13,15,-22.8286
-12.5,15,-24.3158
-12,15,-22.9579
-11.5,15,-24.206
-11,15,-20.7606
-10.5,15,-21.7832
-10,15,-20.1526
-9.5,15,-24.3945
-9,15,-21.6042
-8.5,15,-17.8208
-8,15,-15.6338
-7.5,15,-18.6332
-7,15,-14.515
-6.5,15,-22.7806
-6,15,-18.0318
-5.5,15,-17.1005
-5,15,-19.4766
-4.5,15,-22.2431
-4,15,-18.1046
-3.5,15,-18.9386
-3,15,-21.4132
-2.5,15,-20.8217
-2,15,-20.6663
-1.5,15,-15.1425
-1,15,-16.2097
-0.5,15,-23.3999
0,15,-17.5633
0.5,15,-21.043
1,15,-24.1368
1.5,15,-20.494
2,15,-27.779
2.5,15,-24.5936
3,15,-24.2913
3.5,15,-20.521
4,15,-28.8122
4.5,15,-19.2884
5,15,-24.8278
5.5,15,-21.5352
6,15,-19.9398
6.5,15,-19.0614
7,15,-20.6582
7.5,15,-21.6569
8,15,-17.5449
8.5,15,-32.4326
9,15,-20.5909
9.5,15,-20.3973
10,15,-22.183
10.5,15,-21.4641
11,15,-23.385
11.5,15,-23.2429
12,15,-18.2916
12.5,15,-24.4001
13,15,-21.213
13.5,15,-20.5784
14,15,-20.1873
14.5,15,-16.3514
15,15,-23.0493
